Volume fraction,Matrix Young's modulus,Matrix Poisson ratio,Fiber Young's modulus,Fiber Poisson ratio,Matrix tensile strengh,Fiber tensile strengh,Fiber Shape,Fiber Length,Composite tensile stregth
0.7,5.35,0.354,232,0.279,86.6,5532,2,1,3010.9182
0.05,5.35,0.354,232,0.279,86.6,5532,3,1,189.92555
0.1,5.35,0.354,232,0.279,86.6,5532,3,1,445.4962
0.15,5.35,0.354,232,0.279,86.6,5532,3,1,635.42175
0.2,5.35,0.354,232,0.279,86.6,5532,3,1,825.3473
0.25,5.35,0.354,232,0.279,86.6,5532,3,1,1029.10495
0.3,5.35,0.354,232,0.279,86.6,5532,3,1,1232.8626
0.35,5.35,0.354,232,0.279,86.6,5532,3,1,1434.19395
0.4,5.35,0.354,232,0.279,86.6,5532,3,1,1635.5253
0.45,5.35,0.354,232,0.279,86.6,5532,3,1,1861.84615
0.5,5.35,0.354,232,0.279,86.6,5532,3,1,2088.167
0.55,5.35,0.354,232,0.279,86.6,5532,3,1,2262.4963
0.6,5.35,0.354,232,0.279,86.6,5532,3,1,2436.8256
0.65,5.35,0.354,232,0.279,86.6,5532,3,1,2695.1102
0.7,5.35,0.354,232,0.279,86.6,5532,3,1,2953.3948
0.258309978,5.35,0.354,232,0.279,86.6,5532,1,1,1044.231081
0.500168195,5.35,0.354,232,0.279,86.6,5532,2,1,2154.705913
0.567175177,5.35,0.354,232,0.279,86.6,5532,2,1,2466.523903
0.243988776,5.35,0.354,232,0.279,86.6,5532,2,1,1087.820212
0.69443627,5.35,0.354,232,0.279,86.6,5532,1,1,2984.058499
0.105642937,5.35,0.354,232,0.279,86.6,5532,2,1,491.9390483
0.242869103,5.35,0.354,232,0.279,86.6,5532,1,1,960.4980957
0.065191835,5.35,0.354,232,0.279,86.6,5532,3,1,277.3546827
0.215868551,5.35,0.354,232,0.279,86.6,5532,3,1,885.1556772
0.106540652,5.35,0.354,232,0.279,86.6,5532,2,1,534.1858833
0.228527367,5.35,0.354,232,0.279,86.6,5532,3,1,939.6883092
0.266402388,5.35,0.354,232,0.279,86.6,5532,1,1,1096.052471
0.440908501,5.35,0.354,232,0.279,86.6,5532,3,1,1799.772707
0.181893402,5.35,0.354,232,0.279,86.6,5532,2,1,869.479083
0.256036596,5.35,0.354,232,0.279,86.6,5532,1,1,997.4590635
0.288060626,5.35,0.354,232,0.279,86.6,5532,2,1,1346.844686
0.627632806,5.35,0.354,232,0.279,86.6,5532,2,1,2715.083499
0.4103439,5.35,0.354,232,0.279,86.6,5532,1,1,1728.289535
0.291568148,5.35,0.354,232,0.279,86.6,5532,1,1,1145.145468
0.609261215,5.35,0.354,232,0.279,86.6,5532,1,1,2588.888202
0.515332794,5.35,0.354,232,0.279,86.6,5532,2,1,2246.274253
0.391461831,5.35,0.354,232,0.279,86.6,5532,3,1,1587.282241
0.075088701,5.35,0.354,232,0.279,86.6,5532,1,1,315.6877077
0.661426094,5.35,0.354,232,0.279,86.6,5532,3,1,2791.968977
0.406296262,5.35,0.354,232,0.279,86.6,5532,2,1,1834.38638
0.265932222,5.35,0.354,232,0.279,86.6,5532,3,1,1124.566039
0.339055912,5.35,0.354,232,0.279,86.6,5532,3,1,1358.267819
0.626295319,5.35,0.354,232,0.279,86.6,5532,3,1,2605.141026
0.679376936,5.35,0.354,232,0.279,86.6,5532,3,1,2873.687931
0.283071417,5.35,0.354,232,0.279,86.6,5532,3,1,1134.689333
0.581346947,5.35,0.354,232,0.279,86.6,5532,1,1,2439.486137
0.393257609,5.35,0.354,232,0.279,86.6,5532,1,1,1596.167993
0.386520702,5.35,0.354,232,0.279,86.6,5532,2,1,1693.921016
0.21286893,5.35,0.354,232,0.279,86.6,5532,2,1,965.0018398
0.656817108,5.35,0.354,232,0.279,86.6,5532,2,1,2842.385186
0.473722404,5.35,0.354,232,0.279,86.6,5532,1,1,1974.584564
0.067579316,5.35,0.354,232,0.279,86.6,5532,1,1,274.9994019
0.237709811,5.35,0.354,232,0.279,86.6,5532,3,1,960.7521617
0.64880695,5.35,0.354,232,0.279,86.6,5532,2,1,2763.108023
0.643180379,5.35,0.354,232,0.279,86.6,5532,1,1,2703.790594
0.235542294,5.35,0.354,232,0.279,86.6,5532,2,1,1138.481322
0.381982267,5.35,0.354,232,0.279,86.6,5532,1,1,1583.504796
0.527228528,5.35,0.354,232,0.279,86.6,5532,2,1,2176.421913
0.248123083,5.35,0.354,232,0.279,86.6,5532,1,1,996.5222478
0.676670814,5.35,0.354,232,0.279,86.6,5532,2,1,2913.512564
0.438856903,5.35,0.354,232,0.279,86.6,5532,2,1,1904.013407
0.307415515,5.35,0.354,232,0.279,86.6,5532,2,1,1345.071269
0.279885036,5.35,0.354,232,0.279,86.6,5532,1,1,1220.679403
0.119419374,5.35,0.354,232,0.279,86.6,5532,1,1,542.9944569
0.051621434,5.35,0.354,232,0.279,86.6,5532,1,1,199.8317694
0.161328182,5.35,0.354,232,0.279,86.6,5532,2,1,725.474954
0.317651944,5.35,0.354,232,0.279,86.6,5532,3,1,1288.211184
0.450483567,5.35,0.354,232,0.279,86.6,5532,3,1,1922.273706
0.678675997,5.35,0.354,232,0.279,86.6,5532,2,1,2899.039042
0.370174266,5.35,0.354,232,0.279,86.6,5532,3,1,1569.885531
0.64991132,5.35,0.354,232,0.279,86.6,5532,3,1,2752.362428
0.497203463,5.35,0.354,232,0.279,86.6,5532,1,1,2060.153853
0.523967683,5.35,0.354,232,0.279,86.6,5532,3,1,2129.469981
0.467605191,5.35,0.354,232,0.279,86.6,5532,1,1,1969.955048
0.505030057,5.35,0.354,232,0.279,86.6,5532,2,1,2267.1877
0.392173037,5.35,0.354,232,0.279,86.6,5532,2,1,1689.404829
0.16301052,5.35,0.354,232,0.279,86.6,5532,1,1,732.5543319
0.419630331,5.35,0.354,232,0.279,86.6,5532,3,1,1786.528319
0.214469075,5.35,0.354,232,0.279,86.6,5532,1,1,879.2806325
0.357285665,5.35,0.354,232,0.279,86.6,5532,3,1,1453.162977
0.071780202,5.35,0.354,232,0.279,86.6,5532,2,1,319.8012731
0.151223266,5.35,0.354,232,0.279,86.6,5532,2,1,770.0084669
0.419664696,5.35,0.354,232,0.279,86.6,5532,2,1,1875.641921
0.146750656,5.35,0.354,232,0.279,86.6,5532,3,1,655.4309294
0.614690971,5.35,0.354,232,0.279,86.6,5532,2,1,2599.675329
0.400331077,5.35,0.354,232,0.279,86.6,5532,3,1,1551.257669
0.679837048,5.35,0.354,232,0.279,86.6,5532,1,1,2893.223268
0.690015614,5.35,0.354,232,0.279,86.6,5532,3,1,2953.652635
0.679253811,5.35,0.354,232,0.279,86.6,5532,1,1,2909.569749
0.506380406,5.35,0.354,232,0.279,86.6,5532,3,1,2139.61547
0.065668413,5.35,0.354,232,0.279,86.6,5532,1,1,263.4950553
0.135999139,5.35,0.354,232,0.279,86.6,5532,2,1,721.4874968
0.089490895,5.35,0.354,232,0.279,86.6,5532,2,1,417.2808929
0.065813932,5.35,0.354,232,0.279,86.6,5532,2,1,301.8135359
0.556729516,5.35,0.354,232,0.279,86.6,5532,3,1,2289.54433
0.406293511,5.35,0.354,232,0.279,86.6,5532,3,1,1601.701285
0.099941108,5.35,0.354,232,0.279,86.6,5532,2,1,458.0031639
0.145937246,5.35,0.354,232,0.279,86.6,5532,1,1,603.2830875
0.103144167,5.35,0.354,232,0.279,86.6,5532,1,1,425.0711848
0.638022947,5.35,0.354,232,0.279,86.6,5532,2,1,2749.912566
0.139285709,5.35,0.354,232,0.279,86.6,5532,1,1,611.0266353
0.097663696,5.35,0.354,232,0.279,86.6,5532,2,1,460.8924708
0.257167873,5.35,0.354,232,0.279,86.6,5532,2,1,1192.659926
0.13405019,5.35,0.354,232,0.279,86.6,5532,2,1,673.4518751
0.099020864,5.35,0.354,232,0.279,86.6,5532,1,1,399.858709
0.375104412,5.35,0.354,232,0.279,86.6,5532,1,1,1636.081574
0.621958852,5.35,0.354,232,0.279,86.6,5532,3,1,2626.645333
0.271574968,5.35,0.354,232,0.279,86.6,5532,1,1,1138.274
0.383953512,5.35,0.354,232,0.279,86.6,5532,2,1,1801.858536
0.146369328,5.35,0.354,232,0.279,86.6,5532,3,1,620.0704427
0.413059863,5.35,0.354,232,0.279,86.6,5532,2,1,1854.755545
0.358301294,5.35,0.354,232,0.279,86.6,5532,1,1,1543.325211
0.344691123,5.35,0.354,232,0.279,86.6,5532,1,1,1444.608049
0.468216944,5.35,0.354,232,0.279,86.6,5532,1,1,1898.864325
0.423186862,5.35,0.354,232,0.279,86.6,5532,2,1,1907.939071
0.511120421,5.35,0.354,232,0.279,86.6,5532,1,1,2069.621048
0.474487695,5.35,0.354,232,0.279,86.6,5532,3,1,1901.916984
0.191659743,5.35,0.354,232,0.279,86.6,5532,2,1,851.5501963
0.213959159,5.35,0.354,232,0.279,86.6,5532,3,1,898.2712661
0.092628556,5.35,0.354,232,0.279,86.6,5532,2,1,472.0205946
0.436253527,5.35,0.354,232,0.279,86.6,5532,1,1,1872.622891
0.575987703,5.35,0.354,232,0.279,86.6,5532,2,1,2472.364562
0.252340919,5.35,0.354,232,0.279,86.6,5532,3,1,978.2444617
0.138159527,5.35,0.354,232,0.279,86.6,5532,1,1,530.5564893
0.34279165,5.35,0.354,232,0.279,86.6,5532,2,1,1503.583978
0.68641848,5.35,0.354,232,0.279,86.6,5532,2,1,2950.093357
0.53787697,5.35,0.354,232,0.279,86.6,5532,3,1,2299.766661
0.098282655,5.35,0.354,232,0.279,86.6,5532,2,1,489.762757
0.492635739,5.35,0.354,232,0.279,86.6,5532,2,1,2213.599451
0.18165984,5.35,0.354,232,0.279,86.6,5532,1,1,779.1540016
0.524133852,5.35,0.354,232,0.279,86.6,5532,1,1,2143.812014
0.309630841,5.35,0.354,232,0.279,86.6,5532,1,1,1175.830535
0.644005141,5.35,0.354,232,0.279,86.6,5532,1,1,2755.71926
0.208588679,5.35,0.354,232,0.279,86.6,5532,2,1,1042.374684
0.651949242,5.35,0.354,232,0.279,86.6,5532,3,1,2754.977407
0.644697207,5.35,0.354,232,0.279,86.6,5532,2,1,2802.426037
0.548592901,5.35,0.354,232,0.279,86.6,5532,1,1,2284.945248
0.576391405,5.35,0.354,232,0.279,86.6,5532,3,1,2425.472826
0.494599506,5.35,0.354,232,0.279,86.6,5532,3,1,2039.770901
0.578496778,5.35,0.354,232,0.279,86.6,5532,3,1,2389.527282
0.493177444,5.35,0.354,232,0.279,86.6,5532,1,1,2000.773033
0.688087955,5.35,0.354,232,0.279,86.6,5532,1,1,2951.839367
0.551203096,5.35,0.354,232,0.279,86.6,5532,2,1,2364.421998
0.615309814,5.35,0.354,232,0.279,86.6,5532,3,1,2583.126066
0.528121167,5.35,0.354,232,0.279,86.6,5532,1,1,2210.243795
0.488299775,5.35,0.354,232,0.279,86.6,5532,2,1,2141.724839
0.462398207,5.35,0.354,232,0.279,86.6,5532,2,1,2063.943993
0.156248817,5.35,0.354,232,0.279,86.6,5532,1,1,627.6109564
0.38202039,5.35,0.354,232,0.279,86.6,5532,1,1,1658.240298
0.671230364,5.35,0.354,232,0.279,86.6,5532,3,1,2799.563549
0.054688215,5.35,0.354,232,0.279,86.6,5532,3,1,216.1690865
0.076428667,5.35,0.354,232,0.279,86.6,5532,3,1,337.3963093
0.674581403,5.35,0.354,232,0.279,86.6,5532,2,1,2881.655615
0.306253012,5.35,0.354,232,0.279,86.6,5532,2,1,1332.776308
0.584541231,5.35,0.354,232,0.279,86.6,5532,1,1,2491.753614
0.24877966,5.35,0.354,232,0.279,86.6,5532,1,1,1056.264494
0.545137411,5.35,0.354,232,0.279,86.6,5532,3,1,2255.932964
0.521093339,5.35,0.354,232,0.279,86.6,5532,3,1,2168.518796
0.263184877,5.35,0.354,232,0.279,86.6,5532,3,1,1131.320562
0.102490747,5.35,0.354,232,0.279,86.6,5532,1,1,470.4913225
0.296401262,5.35,0.354,232,0.279,86.6,5532,2,1,1336.912741
0.050290398,5.35,0.354,232,0.279,86.6,5532,2,1,192.4854624
0.060415015,5.35,0.354,232,0.279,86.6,5532,3,1,252.9424054
0.050152919,5.35,0.354,232,0.279,86.6,5532,2,1,191.4521318
0.507226399,5.35,0.354,232,0.279,86.6,5532,3,1,2089.912361
0.450215891,5.35,0.354,232,0.279,86.6,5532,3,1,1897.809725
0.689824611,5.35,0.354,232,0.279,86.6,5532,3,1,2944.829097
0.233544937,5.35,0.354,232,0.279,86.6,5532,1,1,930.5882576
0.143048915,5.35,0.354,232,0.279,86.6,5532,3,1,621.2977277
0.63955996,5.35,0.354,232,0.279,86.6,5532,2,1,2714.317602
0.270245869,5.35,0.354,232,0.279,86.6,5532,1,1,1073.166691
0.299187098,5.35,0.354,232,0.279,86.6,5532,2,1,1456.822469
0.6644052,5.35,0.354,232,0.279,86.6,5532,2,1,2848.220296
0.505348834,5.35,0.354,232,0.279,86.6,5532,3,1,2035.004515
0.47323029,5.35,0.354,232,0.279,86.6,5532,2,1,1999.869762
0.605158097,5.35,0.354,232,0.279,86.6,5532,1,1,2569.04617
0.454794347,5.35,0.354,232,0.279,86.6,5532,3,1,1848.66082
0.284808847,5.35,0.354,232,0.279,86.6,5532,3,1,1216.708508
0.468323874,5.35,0.354,232,0.279,86.6,5532,2,1,1993.430846
0.56888324,5.35,0.354,232,0.279,86.6,5532,3,1,2320.874146
0.058921859,5.35,0.354,232,0.279,86.6,5532,1,1,235.8971168
0.060376872,5.35,0.354,232,0.279,86.6,5532,3,1,245.3553158
0.660362637,5.35,0.354,232,0.279,86.6,5532,3,1,2781.695531
0.092820334,5.35,0.354,232,0.279,86.6,5532,2,1,433.5479257
0.647232783,5.35,0.354,232,0.279,86.6,5532,1,1,2739.022871
0.163876097,5.35,0.354,232,0.279,86.6,5532,2,1,710.9679712
0.291900331,5.35,0.354,232,0.279,86.6,5532,3,1,1219.726949
0.052549697,5.35,0.354,232,0.279,86.6,5532,2,1,210.0584717
0.203778017,5.35,0.354,232,0.279,86.6,5532,1,1,805.6114176
0.256547287,5.35,0.354,232,0.279,86.6,5532,3,1,1108.583254
0.078349313,5.35,0.354,232,0.279,86.6,5532,1,1,334.4205762
0.197698326,5.35,0.354,232,0.279,86.6,5532,1,1,792.0667245
0.677764529,5.35,0.354,232,0.279,86.6,5532,2,1,2910.351283
0.6067256,5.35,0.354,232,0.279,86.6,5532,2,1,2544.30475
0.628769565,5.35,0.354,232,0.279,86.6,5532,1,1,2637.953034
0.672905612,5.35,0.354,232,0.279,86.6,5532,3,1,2860.552669
0.10455666,5.35,0.354,232,0.279,86.6,5532,2,1,508.8724368
0.142308962,5.35,0.354,232,0.279,86.6,5532,3,1,609.6247325
0.106147836,5.35,0.354,232,0.279,86.6,5532,3,1,456.0563896
0.57515775,5.35,0.354,232,0.279,86.6,5532,3,1,2353.310352
0.092269564,5.35,0.354,232,0.279,86.6,5532,3,1,387.4580694
0.340318915,5.35,0.354,232,0.279,86.6,5532,2,1,1464.986714
0.523296887,5.35,0.354,232,0.279,86.6,5532,1,1,2218.254861
0.327717012,5.35,0.354,232,0.279,86.6,5532,3,1,1376.916784
0.63469283,5.35,0.354,232,0.279,86.6,5532,2,1,2725.741155
0.569629973,5.35,0.354,232,0.279,86.6,5532,3,1,2277.037423
0.160010725,5.35,0.354,232,0.279,86.6,5532,3,1,694.4325801
0.644029665,5.35,0.354,232,0.279,86.6,5532,3,1,2679.994145
0.506337169,5.35,0.354,232,0.279,86.6,5532,1,1,2042.957066
0.292478609,5.35,0.354,232,0.279,86.6,5532,2,1,1306.245833
0.127235235,5.35,0.354,232,0.279,86.6,5532,2,1,611.7765587
0.587695301,5.35,0.354,232,0.279,86.6,5532,2,1,2517.689194
0.114729357,5.35,0.354,232,0.279,86.6,5532,2,1,549.6875234
0.696891958,5.35,0.354,232,0.279,86.6,5532,1,1,2993.720405
0.074692011,5.35,0.354,232,0.279,86.6,5532,1,1,298.3530429
0.532512301,5.35,0.354,232,0.279,86.6,5532,1,1,2218.131779
0.687489608,5.35,0.354,232,0.279,86.6,5532,3,1,2923.274011
0.064606215,5.35,0.354,232,0.279,86.6,5532,2,1,271.4696334
0.138340922,5.35,0.354,232,0.279,86.6,5532,3,1,571.3560226
0.410764843,5.35,0.354,232,0.279,86.6,5532,2,1,1755.378753
0.10432734,5.35,0.354,232,0.279,86.6,5532,3,1,467.6882735
0.482555929,5.35,0.354,232,0.279,86.6,5532,3,1,1933.798314
0.638621604,5.35,0.354,232,0.279,86.6,5532,1,1,2735.385238
0.420315927,5.35,0.354,232,0.279,86.6,5532,2,1,1775.038349
0.669429278,5.35,0.354,232,0.279,86.6,5532,2,1,2871.591844
0.546877283,5.35,0.354,232,0.279,86.6,5532,2,1,2294.199572
0.635446924,5.35,0.354,232,0.279,86.6,5532,2,1,2741.481644
0.169833049,5.35,0.354,232,0.279,86.6,5532,1,1,707.8571342
0.087587044,5.35,0.354,232,0.279,86.6,5532,1,1,358.8774958
0.57772339,5.35,0.354,232,0.279,86.6,5532,2,1,2476.455176
0.512521988,5.35,0.354,232,0.279,86.6,5532,2,1,2244.852257
0.514327607,5.35,0.354,232,0.279,86.6,5532,3,1,2109.546567
0.074098022,5.35,0.354,232,0.279,86.6,5532,3,1,289.505628
0.431185591,5.35,0.354,232,0.279,86.6,5532,1,1,1756.518771
0.608897302,5.35,0.354,232,0.279,86.6,5532,1,1,2530.553239
0.239929864,5.35,0.354,232,0.279,86.6,5532,1,1,1050.598536
0.676441687,5.35,0.354,232,0.279,86.6,5532,3,1,2881.213059
0.096064113,5.35,0.354,232,0.279,86.6,5532,2,1,432.7954801
0.436817703,5.35,0.354,232,0.279,86.6,5532,1,1,1903.667703
0.086714144,5.35,0.354,232,0.279,86.6,5532,2,1,427.3564335
0.253179298,5.35,0.354,232,0.279,86.6,5532,3,1,1074.686968
0.425771952,5.35,0.354,232,0.279,86.6,5532,3,1,1799.402789
0.535317916,5.35,0.354,232,0.279,86.6,5532,3,1,2271.378528
0.677122673,5.35,0.354,232,0.279,86.6,5532,1,1,2887.727977
0.179402982,5.35,0.354,232,0.279,86.6,5532,2,1,833.3748101
0.585110328,5.35,0.354,232,0.279,86.6,5532,2,1,2507.021618
0.538656867,5.35,0.354,232,0.279,86.6,5532,2,1,2338.121881
0.52182748,5.35,0.354,232,0.279,86.6,5532,1,1,2167.928442
0.353918335,5.35,0.354,232,0.279,86.6,5532,2,1,1527.973219
0.553554952,5.35,0.354,232,0.279,86.6,5532,1,1,2394.172267
0.098071602,5.35,0.354,232,0.279,86.6,5532,1,1,434.7418341
0.396739948,5.35,0.354,232,0.279,86.6,5532,2,1,1729.027857
0.166260071,5.35,0.354,232,0.279,86.6,5532,1,1,705.4935302
0.571402776,5.35,0.354,232,0.279,86.6,5532,2,1,2522.22539
0.530837557,5.35,0.354,232,0.279,86.6,5532,3,1,2009.59943
0.604789767,5.35,0.354,232,0.279,86.6,5532,1,1,2600.812657
0.088939717,5.35,0.354,232,0.279,86.6,5532,2,1,410.4356558
0.403707144,5.35,0.354,232,0.279,86.6,5532,3,1,1608.897355
0.458275446,5.35,0.354,232,0.279,86.6,5532,3,1,1890.235666
0.112542778,5.35,0.354,232,0.279,86.6,5532,2,1,593.957134
0.278608279,5.35,0.354,232,0.279,86.6,5532,1,1,1120.384627
0.571570611,5.35,0.354,232,0.279,86.6,5532,2,1,2404.111442
0.689711636,5.35,0.354,232,0.279,86.6,5532,3,1,2950.276803
0.663143262,5.35,0.354,232,0.279,86.6,5532,3,1,2812.002526
0.250357915,5.35,0.354,232,0.279,86.6,5532,1,1,1096.191358
0.67736811,5.35,0.354,232,0.279,86.6,5532,1,1,2894.547236
0.664724404,5.35,0.354,232,0.279,86.6,5532,2,1,2852.597596
0.422172028,5.35,0.354,232,0.279,86.6,5532,1,1,1765.030234
0.670747006,5.35,0.354,232,0.279,86.6,5532,2,1,2897.624108
0.236500874,5.35,0.354,232,0.279,86.6,5532,2,1,1121.388028
0.204338163,5.35,0.354,232,0.279,86.6,5532,3,1,869.2641946
0.428017536,5.35,0.354,232,0.279,86.6,5532,3,1,1703.841359
0.281622738,5.35,0.354,232,0.279,86.6,5532,2,1,1241.97479
0.24832226,5.35,0.354,232,0.279,86.6,5532,3,1,1044.067309
0.588164711,5.35,0.354,232,0.279,86.6,5532,3,1,2421.833344
0.395662194,5.35,0.354,232,0.279,86.6,5532,3,1,1664.446167
0.328135321,5.35,0.354,232,0.279,86.6,5532,3,1,1321.633556
0.614663193,5.35,0.354,232,0.279,86.6,5532,3,1,2513.504588
0.146445283,5.35,0.354,232,0.279,86.6,5532,3,1,611.7583992
0.251645714,5.35,0.354,232,0.279,86.6,5532,1,1,1036.528897
0.658704281,5.35,0.354,232,0.279,86.6,5532,3,1,2736.864739
0.627304807,5.35,0.354,232,0.279,86.6,5532,3,1,2647.79435
0.318528698,5.35,0.354,232,0.279,86.6,5532,2,1,1495.620497
0.51720044,5.35,0.354,232,0.279,86.6,5532,2,1,2258.723318
0.234847671,5.35,0.354,232,0.279,86.6,5532,1,1,949.4355482
0.570086831,5.35,0.354,232,0.279,86.6,5532,3,1,2310.659214
0.109011914,5.35,0.354,232,0.279,86.6,5532,3,1,474.0634633
0.177040142,5.35,0.354,232,0.279,86.6,5532,3,1,774.1206031
0.18341703,5.35,0.354,232,0.279,86.6,5532,3,1,774.9984843
0.666383031,5.35,0.354,232,0.279,86.6,5532,2,1,2869.925871
0.266836891,5.35,0.354,232,0.279,86.6,5532,2,1,1324.011956
0.314887184,5.35,0.354,232,0.279,86.6,5532,2,1,1494.679898
0.690124094,5.35,0.354,232,0.279,86.6,5532,1,1,2948.000802
0.236236918,5.35,0.354,232,0.279,86.6,5532,2,1,1119.118081
0.396464601,5.35,0.354,232,0.279,86.6,5532,1,1,1632.879435
0.304333004,5.35,0.354,232,0.279,86.6,5532,1,1,1214.9741
0.170852204,5.35,0.354,232,0.279,86.6,5532,1,1,778.4402292
0.212443358,5.35,0.354,232,0.279,86.6,5532,2,1,1119.391736
0.640022978,5.35,0.354,232,0.279,86.6,5532,3,1,2672.447494
0.369253422,5.35,0.354,232,0.279,86.6,5532,2,1,1707.545073
0.519707191,5.35,0.354,232,0.279,86.6,5532,2,1,2236.628825
0.354930225,5.35,0.354,232,0.279,86.6,5532,2,1,1580.011179
0.296221572,5.35,0.354,232,0.279,86.6,5532,3,1,1226.943533
0.654903203,5.35,0.354,232,0.279,86.6,5532,2,1,2825.733187
0.314142272,5.35,0.354,232,0.279,86.6,5532,2,1,1336.290523
0.095706244,5.35,0.354,232,0.279,86.6,5532,2,1,439.194126
0.06623164,5.35,0.354,232,0.279,86.6,5532,1,1,276.6268702
0.671996546,5.35,0.354,232,0.279,86.6,5532,2,1,2872.156137
0.195415685,5.35,0.354,232,0.279,86.6,5532,3,1,783.7480392
0.668451637,5.35,0.354,232,0.279,86.6,5532,3,1,2842.244617
0.500117946,5.35,0.354,232,0.279,86.6,5532,3,1,2122.903611
0.476449138,5.35,0.354,232,0.279,86.6,5532,3,1,1905.992297
0.606145966,5.35,0.354,232,0.279,86.6,5532,1,1,2557.376285
0.657774216,5.35,0.354,232,0.279,86.6,5532,1,1,2799.08148
0.356259537,5.35,0.354,232,0.279,86.6,5532,1,1,1513.919217
0.153505656,5.35,0.354,232,0.279,86.6,5532,3,1,627.6943559
0.586182076,5.35,0.354,232,0.279,86.6,5532,1,1,2446.308255
0.269466302,5.35,0.354,232,0.279,86.6,5532,3,1,1077.417294
0.607071304,5.35,0.354,232,0.279,86.6,5532,1,1,2583.702296
0.127553315,5.35,0.354,232,0.279,86.6,5532,1,1,523.0020197
0.432394916,5.35,0.354,232,0.279,86.6,5532,2,1,1965.99441
0.269749784,5.35,0.354,232,0.279,86.6,5532,2,1,1222.81845
0.085667656,5.35,0.354,232,0.279,86.6,5532,3,1,358.7317147
0.183294602,5.35,0.354,232,0.279,86.6,5532,3,1,738.6062644
0.646404457,5.35,0.354,232,0.279,86.6,5532,1,1,2729.640757
0.377746105,5.35,0.354,232,0.279,86.6,5532,3,1,1558.145699
0.673752069,5.35,0.354,232,0.279,86.6,5532,3,1,2838.158375
0.638733262,5.35,0.354,232,0.279,86.6,5532,3,1,2649.795099
0.4620446,5.35,0.354,232,0.279,86.6,5532,1,1,1863.536375
0.506511512,5.35,0.354,232,0.279,86.6,5532,3,1,2163.216199
0.331719205,5.35,0.354,232,0.279,86.6,5532,3,1,1302.417777
0.065776739,5.35,0.354,232,0.279,86.6,5532,3,1,280.3722837
0.672901079,5.35,0.354,232,0.279,86.6,5532,3,1,2832.494772
0.613802439,5.35,0.354,232,0.279,86.6,5532,1,1,2600.942464
0.661087674,5.35,0.354,232,0.279,86.6,5532,3,1,2774.705942
0.07161475,5.35,0.354,232,0.279,86.6,5532,3,1,303.6906985
0.551434624,5.35,0.354,232,0.279,86.6,5532,3,1,2279.480559
0.135342057,5.35,0.354,232,0.279,86.6,5532,1,1,588.0320664
0.581886017,5.35,0.354,232,0.279,86.6,5532,1,1,2437.504557
0.089133762,5.35,0.354,232,0.279,86.6,5532,1,1,373.5780126
0.154328403,5.35,0.354,232,0.279,86.6,5532,3,1,687.2693822
0.677727529,5.35,0.354,232,0.279,86.6,5532,2,1,2899.429136
0.064380421,5.35,0.354,232,0.279,86.6,5532,1,1,260.4097762
0.413981909,5.35,0.354,232,0.279,86.6,5532,1,1,1810.242714
0.517509648,5.35,0.354,232,0.279,86.6,5532,2,1,2242.658311
0.115826985,5.35,0.354,232,0.279,86.6,5532,2,1,554.0981997
0.244269624,5.35,0.354,232,0.279,86.6,5532,3,1,1033.465813
0.476606783,5.35,0.354,232,0.279,86.6,5532,3,1,1931.974958
